Sentence ID	String	Author	URL	Agency	Date	Web Date
1490840	The Institute said dioxin levels in the environment have fallen by as much as 76 percent since the 1970s.	Maggie Fox	*	Reuters	*	2003/07/03
426112	This integrates with Rational PurifyPlus and allows developers to work in supported versions of Java, Visual C# and Visual Basic .NET.	Clint Boulton	www.atnewyork.com	*	May 20, 2003	2003/05/22
426210	IBM said the Rational products were also integrated with Rational PurifyPlus, which allows developers to work in Java, Visual C# and VisualBasic .Net.	Peter Williams	www.vnunet.com	*	*	2003/05/22
213302	The Washington Post said Airlite would shut down its first shift and parts of the second shift Monday to accommodate the president’s appearance.	JOHN MILBURN	www.arkcity.net	*	*	2003/05/12
213135	The plant plans to shut down its first shift and parts of the second shift Monday to accommodate the president's appearance, Crosby said.	Margery Beck	www.theindependent.com	*	*	2003/05/12
1963350	A former teammate, Carlton Dotson, has been charged with the murder.	MARK PURDY	www.bayarea.com	*	*	2003/08/09
1963106	His body was found July 25, and former teammate Carlton Dotson has been charged in his shooting death.	LEE HANCOCK	www.dallasnews.com	*	*	2003/08/09
3035675	Several of the questions asked by the audience in the fast-paced forum were new to the candidates.	John Wagner	www.sacbee.com	*	*	2003/11/05
3035707	Several of the audience questions were new to the candidates as well.	John Wagner Herald Washington Bureau	www.heraldonline.com	*	*	2003/11/05
622300	Meanwhile, the global death toll approached 770 with more than 8,300 people sickened since the severe acute respiratory syndrome virus first appeared in southern China in November.	HELEN LUK	www.ajc.com	The Atlanta Journal-Constitution	*	2003/06/02
622384	The global death toll from SARS was at least 767, with more than 8,300 people sickened since the virus first appeared in southern China in November.	HELEN LUK	www.ajc.com	The Atlanta Journal-Constitution	*	2003/06/02
962311	The battles marked day four of a U.S. sweep to hunt down supporters of Saddam Hussein's fallen regime.	BORZOU DARAGAHI	www.fredericksburg.com	*	*	2003/06/13
962987	Twenty-seven Iraqis were killed, pushing the number of opposition deaths to about 100 in a U.S. operation to hunt down supporters of Saddam Hussein's fallen regime.	Borzou Daragahi	www.boston.com	*	*	2003/06/13
2506257	The women then had follow-up examinations after five, 12 and 24 years.	Caroline Ryan	news.bbc.co.uk	*	*	2003/09/26
2506206	The women had follow-up examinations in 1974-75, 1980-81 and 1992-93, but were not asked about stress again.	Amanda Gardner	story.news.yahoo.com	*	*	2003/09/26
221038	The Embraer jets are scheduled to be delivered by September 2006.	Robert Melnbardis	reuters.com	Reuters	*	2003/05/12
221083	The Bombardier and Embraer aircraft will be delivered to U.S. Airways by September 2006.	Darrell Hassler	quote.bloomberg.com	*	*	2003/05/12
1097577	Contrary to what PeopleSoft management would have you believe, Oracle intends to fully support PeopleSoft customers and products for many years to come."	Cynthia L. Webb	www.washingtonpost.com	*	*	2003/06/18
1097664	Ellison said that contrary to the contentions of PeopleSoft management, Oracle intends to "fully support PeopleSoft customers and products" for many years to come.	Jonathan Stempel	reuters.com	Reuters	*	2003/06/18
218017	Application Intelligence will be included as part of the company's SmartDefense application, which is included with Firewall-1.	George V. Hulme	www.informationweek.com	*	*	2003/05/12
218035	The new application intelligence features will be available June 3 and are included with the SmartDefense product, which comes with FireWall-1.	Paul Roberts	www.computerworld.com	*	MAY 12, 2003	2003/05/12
2277501	American Masters: Arthur Miller, Elia Kazan and the Blacklist: None Without Sin (Wed.	Irv Letofsky	reuters.com	Reuters	*	2003/09/03
2277502	Note the subheading of this terrible parable in the "American Masters" series, "Arthur Miller, Elia Kazan and the Blacklist: None Without Sin."	Irv Letofsky	reuters.com	Reuters	*	2003/09/03
423245	The downtime, to take place in May and June, is expected to cut production by 60 million to 70 million board feet.	Ottawa Business Journal Staff	*	*	*	2003/05/22
423228	The downtime is expected to take 60 million to 70 million board feet out of the companys system.	DARREN YOURK	*	*	*	2003/05/22
1336931	On July 3, Troy is expected to be sentenced to life in prison without parole.	Robin Topping	www.nynewsday.com	*	Jun 24, 2003	2003/06/25
1336883	Troy faces life in prison without parole at his July 30 sentencing.	FRANK ELTMAN	www.kansascity.com	*	*	2003/06/25
2208366	The University of Michigan released a new undergraduate admission process Thursday, dropping a point system the U.S. Supreme Court found unconstitutional in June.	Kehla West	www.idsnews.com	*	*	2003/08/29
2208492	The University of Michigan released today a new admissions policy after the U.S. Supreme Court struck down in June the way it previously admitted undergraduates.	Margarita Bauza	www.detnews.com	*	August 28, 2003	2003/08/29
2405153	The processors were announced in San Jose at the Intel Developer Forum.	Wireless Week Staff	www.wirelessweek.com	*	September 17, 2003	2003/09/18
2405189	The new processor was unveiled at the Intel Developer Forum 2003 in San Jose, Calif.	Antone Gonsalves	www.techweb.com	*	*	2003/09/18
3334905	The Justice Department filed suit Thursday against the state of Mississippi for failing to end what federal officials call "disturbing" abuse of juveniles and "unconscionable" conditions at two state-run facilities.	Terry Frieden	www.cnn.com	*	*	2003/12/18
3334946	The Justice Department filed a civil rights lawsuit Thursday against the state of Mississippi, alleging abuse of juvenile offenders at two state-run facilities.	JONATHAN D. SALANT	www.newsday.com	*	*	2003/12/18
1641162	It said the damage to the wing provided a pathway for hot gasses to penetrate the ship's thermal armor during Columbia's ill-fated reentry.	Todd Halvorson	www.usatoday.com	*	*	2003/07/13
1641062	The document says the damage to the wing provided a pathway for hot gases to penetrate Columbia's thermal armour during its fatal re-entry.	Liam McDougall	www.sundayherald.com	*	*	2003/07/13
244062	Also demonstrating box-office strength _ and getting seven Tony nominations _ was a potent revival of Eugene O'Neill's family drama, "Long Day's Journey Into Night."	Michael Kuchwara	*	*	*	2003/05/13
243899	Also demonstrating box-office strength -- and getting seven Tony nominations -- was a potent revival of Eugene ONeills family drama, Long Days Journey Into Night."	Michael Kuchwara	*	*	May 13, 2003	2003/05/13
1439663	The top rate will go to 4.45 percent for all residents with taxable incomes above $500,000.	MICHAEL COOPER	www.nytimes.com	New York Times	July 1, 2003	2003/07/01
1439808	For residents with incomes above $500,000, the income-tax rate will increase to 4.45 percent.	FRANKIE EDOZIEN	www.nypost.com	*	*	2003/07/01
2070455	But Secretary of State Colin Powell brushed off this possibility Wednesday.	Seo Soo	times.hankooki.com	*	*	2003/08/15
2070493	Secretary of State Colin Powell last week ruled out a non-aggression treaty.	Michael Dorgan	www.sltrib.com	*	August 14, 2003	2003/08/15
1996069	Thomas and Tauzin say, as do many doctors, that the Bush administration has the power to correct some of those flaws.	ROBERT PEAR	www.chron.com	*	*	2003/08/12
1996101	Like many doctors, Mr. Thomas and Mr. Tauzin say the Bush administration has the power to correct some of those flaws.	ROBERT PEAR	www.nytimes.com	New York Times	August 12, 2003	2003/08/12
23807	Based on experience elsewhere, it could take up to two years before regular elections are held, he added.	Daren Butler	reuters.com	Reuters	*	2003/05/05
23792	U.S. military officials have said it could take up to two years before regular elections are held, based on experiences elsewhere in the world.	Daren Butler	reuters.com	Reuters	*	2003/05/05
3147370	The results appear in the January issue of Cancer, an American Cancer Society journal, being published online today.	Lindsey Tanner	www.azcentral.com	*	November 17, 2003	2003/11/17
3147525	The results appear in the January issue of Cancer, an American Cancer Society (news - web sites) journal, being published online Monday.	LINDSEY TANNER	story.news.yahoo.com	*	*	2003/11/17
1211287	The first biotechnology treatment for asthma, the constriction of the airways that affects millions around the world, received approval from the US Food and Drug Administration yesterday.	Tim Dobbyn	www.smh.com.au	Sydney Morning Herald	June 22 2003	2003/06/22
1210972	The first biotechnology treatment for asthma, the constriction of the airways that affects millions of Americans, received approval from the U.S. Food and Drug Administration on Friday.	Tim Dobbyn	reuters.com	Reuters	*	2003/06/22
3300040	The delegates said raising and distributing funds has been complicated by the U.S. crackdown on jihadi charitable foundations, bank accounts of terror-related organizations and money transfers.	ANDY GELLER	www.nypost.com	*	*	2003/12/08
3299992	Bin Laden’s men pointed out that raising and distributing funds has been complicated by the U.S. crackdown on jihadi charitable foundations, bank accounts of terror-related organizations and money transfers.	Sami Yousafzai	www.msnbc.com	Newsweek	*	2003/12/08
2512758	FBI agents arrested a former partner of Big Four accounting firm Ernst & Young ERNY.UL on criminal charges of obstructing federal investigations, U.S. officials said on Thursday.	Kevin Drawbaugh	reuters.com	Reuters	*	2003/09/26
2512692	A former partner of accountancy firm Ernst & Young was yesterday arrested by FBI agents in the US on charges of obstructing federal investigations.	James Moore	www.telegraph.co.uk	*	*	2003/09/26
3183829	Kelly will begin meetings with Russian Deputy Foreign Minister Alexander Losyukov in Washington on Monday.	Seo Soo	times.hankooki.com	*	*	2003/11/20
3183863	Russian Deputy Foreign Minister Alexander Losyukov said in Moscow Tuesday a firm date would be fixed by this months end.	Seo Soo	times.hankooki.com	*	*	2003/11/20
3257588	The latest shooting linked to the spree was a November 11 shooting at Hamilton Central Elementary School in Obetz, about 3km from the freeway.	Anita Chang	www.news.com.au	*	December 3, 2003	2003/12/03
3257537	Another shooting linked to the spree occurred Nov. 11 at Hamilton Central Elementary in Obetz, about two miles from the freeway.	Anita Chang	seattletimes.nwsource.com	*	*	2003/12/03
524136	"Sanitation is poor... there could be typhoid and cholera," he said.	Matthew Moore	*	*	May 27 2003	2003/05/28
524119	"Sanitation is poor, drinking water is generally left behind . . . there could be typhoid and cholera."	Matthew Moore	*	*	May 27 2003	2003/05/28
1321343	The Dow Jones Industrial Average ended down 128 points, or 1.4%, at 9073, while the Nasdaq fell 34 points, or 2.1%, to 1610.	Rebecca Byrne	www.thestreet.com	*	*	2003/06/25
1321577	In early trading, the Dow Jones industrial average was up 3.90, or 0.04 percent, at 9,113.75, having gained 36.90 on Tuesday.	HOPE YEN	www.statesman.com	*	*	2003/06/25
2560856	PDC will also almost certainly fan the flames of speculation about Longhorn's release.	Joris Evers	www.macworld.co.uk	*	*	2003/09/30
2560808	PDC will also almost certainly reignite speculation about release dates of Microsoft's new products.	Joris Evers	www.infoworld.com	*	*	2003/09/30
2728434	Sales - a figure watched closely as a barometer of its health - rose 5 percent instead of falling as many industry experts had predicted.	DAVE CARPENTER	www.miami.com	*	*	2003/10/14
2728420	It also disclosed that sales -- a figure closely watched by analysts as a barometer of its health -- were significantly higher than industry experts expected.	DAVE CARPENTER	www.ajc.com	The Atlanta Journal-Constitution	*	2003/10/14
3277643	NEC is pitching its wireless gear and management software to a variety of industries, including health care and hospitality.	Gregg Keizer	www.informationweek.com	*	*	2003/12/05
3277659	NEC's pitching its wireless gear and management software to a variety of industries, including healthcare and hospitality, a company spokesman said.	Gregg Keizer	www.crn.com	*	December 06, 2003	2003/12/05
2621134	Elena Slough, considered to be the nation's oldest person and the third oldest person in the world, died early Sunday morning.	DAVID PORTER	www.newsday.com	*	*	2003/10/06
2621174	ELENA Slough, considered to be the oldest person in the US and the third oldest person in the world, has died.	David Porter	www.news.com.au	*	October 6, 2003	2003/10/06
2529661	"We are declaring war on sexual harassment and sexual assault.	Dick Foster	rockymountainnews.com	*	September 26, 2003	2003/09/27
2529575	"We have declared war on sexual assault and sexual harassment," Rosa said.	Robert Weller	www.signonsandiego.com	*	*	2003/09/27
953744	The technology-laced Nasdaq Composite Index <.IXIC> added 1.92 points, or 0.12 percent, at 1,647.94.	Vivian Chu	www.forbes.com	*	*	2003/06/12
953727	The technology-laced Nasdaq Composite Index .IXIC dipped 0.08 of a point to 1,646.	Rachel Cohen	reuters.com	Reuters	*	2003/06/12
1268733	The dollar was at 117.85 yen against the Japanese currency, up 0.1 percent.	John Parry	reuters.com	Reuters	*	2003/06/24
1268445	Against the Swiss franc the dollar was at 1.3289 francs, up 0.5 percent on the day.	John Parry	reuters.com	Reuters	*	2003/06/24
969512	The broader Standard & Poor's 500 Index .SPX gave up 11.91 points, or 1.19 percent, at 986.60.	Vivian Chu	reuters.com	Reuters	*	2003/06/13
